signal_id,signal_name,customer_id,detected_date,evidence_metric_1,evidence_metric_2,segment,behavioral_state,signal_strength,explanation,signal_limitation
2292,POSITIVE_MOMENTUM,16121,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2293,EMERGING_BROADENING,16123,2011-12-31,State: EMERGING (Tenure: 51 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2294,POSITIVE_MOMENTUM,16123,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2295,HISTORICAL_VALUE_DORMANT,16125,2011-12-31,"Historical Value: 4,292.35 (>= P80: 2,910.08)",Inactivity: 367 days since last purchase (> 120d),High-Value Stable,DORMANT,High,"Tier-1 historical customer (4,292.35 total spend) has lapsed into dormancy with 367 days of elapsed inactivity.",Zero baseline in prior 90-day comparison window. | Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2296,POSITIVE_MOMENTUM,16127,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2297,POSITIVE_MOMENTUM,16128,2011-12-31,Spend Momentum: +286.9% (>= +25.0%),Order Momentum: +200.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+286.9%) and order volume (+200.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2298,POSITIVE_MOMENTUM,16134,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2299,POSITIVE_MOMENTUM,16136,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2300,POSITIVE_MOMENTUM,16140,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2301,POSITIVE_MOMENTUM,16141,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2302,BROAD_ENGAGEMENT_SOFTENING,16145,2011-12-31,Catalog Breadth: 217 SKUs (>= P70: 85),Frequency Momentum: -25.0% (<= -25.0%),High-Value Stable,SOFTENING,Low,Customer historically active across broad catalog (217 SKUs) shows declining order cadence (-25.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2303,BROAD_ENGAGEMENT_SOFTENING,16147,2011-12-31,Catalog Breadth: 113 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),Low-Activity / Long-Recency,DORMANT,High,Customer historically active across broad catalog (113 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2304,POSITIVE_MOMENTUM,16150,2011-12-31,Spend Momentum: +45.1% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,SOFTENING,Medium,Customer shows synchronized double-digit expansion across recent 90d spend (+45.1%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2305,POSITIVE_MOMENTUM,16156,2011-12-31,Spend Momentum: +336.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+336.0%) and order volume (+100.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2306,POSITIVE_MOMENTUM,16157,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2307,HIGH_FREQUENCY_LOW_VALUE,16158,2011-12-31,Order Frequency: 9 orders (>= P80: 8),AOV: 69.81 (<= P40: 233.82),Low-Activity / Long-Recency,DORMANT,High,Highly frequent ordering behavior (9 lifetime orders) paired with modest average basket value (69.81).,Zero baseline in prior 90-day comparison window. | Fulfillment overhead per order may erode margin without minimum basket thresholds.
2308,POSITIVE_MOMENTUM,16160,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2309,POSITIVE_MOMENTUM,16161,2011-12-31,Spend Momentum: +221.9% (>= +25.0%),Order Momentum: +250.0% (>= +25.0%),High-Value Stable,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+221.9%) and order volume (+250.0%).,Short-term seasonal order spikes can temporarily inflate momentum percentages.
2310,EMERGING_BROADENING,16164,2011-12-31,State: EMERGING (Tenure: 42 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2311,POSITIVE_MOMENTUM,16164,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2312,HIGH_FREQUENCY_LOW_VALUE,16168,2011-12-31,Order Frequency: 66 orders (>= P80: 8),AOV: 156.98 (<= P40: 233.82),High-Value Stable,ENGAGED,Medium,Highly frequent ordering behavior (66 lifetime orders) paired with modest average basket value (156.98).,Fulfillment overhead per order may erode margin without minimum basket thresholds.
2313,POSITIVE_MOMENTUM,16169,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2314,HIGH_VALUE_SOFTENING,16170,2011-12-31,"Historical Value: 6,869.00 (>= P80: 2,910.08)",Value Momentum: -47.3% (<= -25.0%),High-Value Stable,SOFTENING,High,"Customer is in the top spend quintile (spend 6,869.00) but experienced a -47.3% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2315,BROAD_ENGAGEMENT_SOFTENING,16170,2011-12-31,Catalog Breadth: 254 SKUs (>= P70: 85),Frequency Momentum: -50.0% (<= -25.0%),High-Value Stable,SOFTENING,High,Customer historically active across broad catalog (254 SKUs) shows declining order cadence (-50.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2316,EMERGING_BROADENING,16171,2011-12-31,State: EMERGING (Tenure: 59 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2317,POSITIVE_MOMENTUM,16171,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2318,POSITIVE_MOMENTUM,16177,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2319,EMERGING_BROADENING,16179,2011-12-31,State: EMERGING (Tenure: 60 days),Breadth Growth: +100.0% unique SKUs,Unsegmented (Insufficient History),EMERGING,High,Recently acquired customer is expanding across product categories (+100.0% breadth in recent window).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Early purchasing breadth may reflect initial sample exploration rather than recurring catalog demand.
2320,POSITIVE_MOMENTUM,16179,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),EMERGING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2321,HIGH_VALUE_SOFTENING,16180,2011-12-31,"Historical Value: 16,249.87 (>= P80: 2,910.08)",Value Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,"Customer is in the top spend quintile (spend 16,249.87) but experienced a -100.0% contraction in recent 90-day spend.",Contraction could be caused by lumpy wholesale purchase cycles.
2322,HISTORICAL_VALUE_DORMANT,16180,2011-12-31,"Historical Value: 16,249.87 (>= P80: 2,910.08)",Inactivity: 100 days since last purchase (> 120d),High-Value Stable,DORMANT,Low,"Tier-1 historical customer (16,249.87 total spend) has lapsed into dormancy with 100 days of elapsed inactivity.",Wholesaler may have discontinued lines or shifted supplier accounts entirely.
2323,BROAD_ENGAGEMENT_SOFTENING,16180,2011-12-31,Catalog Breadth: 171 SKUs (>= P70: 85),Frequency Momentum: -100.0% (<= -25.0%),High-Value Stable,DORMANT,High,Customer historically active across broad catalog (171 SKUs) shows declining order cadence (-100.0% recent order momentum).,May reflect consolidated bulk shipments rather than loss of underlying SKU demand.
2324,POSITIVE_MOMENTUM,16181,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Unsegmented (Insufficient History),SOFTENING,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Customer has insufficient longitudinal history (<2 orders or <90 days tenure). | Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2325,POSITIVE_MOMENTUM,16183,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
2326,POSITIVE_MOMENTUM,16185,2011-12-31,Spend Momentum: +100.0% (>= +25.0%),Order Momentum: +100.0% (>= +25.0%),Emerging Engagement,ENGAGED,High,Customer shows synchronized double-digit expansion across recent 90d spend (+100.0%) and order volume (+100.0%).,Zero baseline in prior 90-day comparison window. | Short-term seasonal order spikes can temporarily inflate momentum percentages.
